day,unique_id,status,wolbachia,temperature,experimental_replicate,replicate,sex
25,wMelPop-Low_25_2_2,1,wMelPop-Low,25,2,2,Female
25,wMelPop-Low_25_2_2,1,wMelPop-Low,25,2,2,Female
25,wMelPop-Low_25_2_2,1,wMelPop-Low,25,2,2,Female
26,wMelPop-Low_25_2_2,1,wMelPop-Low,25,2,2,Female
27,wMelPop-Low_25_2_2,1,wMelPop-Low,25,2,2,Female
19,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
22,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
22,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
22,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
23,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
23,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
24,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
25,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
25,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
25,wMelPop-Low_25_2_3,1,wMelPop-Low,25,2,3,Female
22,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
22,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
22,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
23,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
23,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
25,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
25,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
26,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
26,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
27,wMelPop-Low_25_2_4,1,wMelPop-Low,25,2,4,Female
21,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
22,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
22,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
22,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
23,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
23,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
23,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
25,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
25,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
26,wMelPop-Low_25_2_5,1,wMelPop-Low,25,2,5,Female
9,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
10,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
11,wMelPop-High_25_2_1,1,wMelPop-High,25,2,1,Female
10,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
11,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
12,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
12,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
14,wMelPop-High_25_2_2,1,wMelPop-High,25,2,2,Female
6,wMelPop-High_25_2_3,0,wMelPop-High,25,2,3,Female
10,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
11,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
11,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
11,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
11,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
14,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
14,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
14,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
15,wMelPop-High_25_2_3,1,wMelPop-High,25,2,3,Female
10,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
10,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
11,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
11,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
11,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
11,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
11,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
12,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
12,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
23,wMelPop-High_25_2_4,1,wMelPop-High,25,2,4,Female
10,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
11,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
11,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
11,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
11,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
11,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
12,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
12,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
12,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
15,wMelPop-High_25_2_5,1,wMelPop-High,25,2,5,Female
