sample,gene,cts,fly_generations
C_Y_N_N_A_3,RPL32,26.154,2
C_Y_N_N_A_2,WSP,22.746,2
C_Y_N_N_A_2,WSP,22.677,2
C_Y_N_N_A_2,RPL32,26.399,2
C_Y_N_N_A_2,RPL32,26.448,2
C_Y_N_N_A_4,WSP,22.832,2
C_Y_N_N_A_4,WSP,22.831,2
C_Y_N_N_A_4,RPL32,26.489,2
C_Y_N_N_A_4,RPL32,26.605,2
C_N_Y_N_B_4,WSP,22.238,2
C_N_Y_N_B_4,WSP,22.291,2
C_N_Y_N_B_4,RPL32,26.785,2
C_N_Y_N_B_4,RPL32,26.738,2
C_N_Y_N_B_3,WSP,22.000,2
C_N_Y_N_B_3,WSP,21.905,2
C_N_Y_N_B_3,RPL32,26.508,2
C_N_Y_N_B_3,RPL32,26.465,2
C_N_Y_N_B_2,WSP,21.935,2
C_N_Y_N_B_2,WSP,21.997,2
C_N_Y_N_B_2,RPL32,26.379,2
C_N_Y_N_B_2,RPL32,26.441,2
C_N_Y_N_B_5,WSP,22.103,2
C_N_Y_N_B_5,WSP,22.046,2
C_N_Y_N_B_5,RPL32,26.663,2
C_N_Y_N_B_5,RPL32,26.606,2
C_N_Y_N_B_1,WSP,23.841,2
C_N_Y_N_B_1,WSP,24.042,2
C_N_Y_N_B_1,RPL32,27.833,2
C_N_Y_N_B_1,RPL32,27.726,2
L_N_Y_Y_G_1,WSP,17.916,2
L_N_Y_Y_G_1,WSP,17.843,2
L_N_Y_Y_G_1,RPL32,26.820,2
L_N_Y_Y_G_1,RPL32,26.959,2
C_Y_N_N_A_5,WSP,22.862,3
C_Y_N_N_A_5,WSP,23.018,3
C_Y_N_N_A_5,RPL32,26.314,3
C_Y_N_N_A_5,RPL32,26.075,3
C_Y_N_N_A_4,WSP,22.519,3
C_Y_N_N_A_4,WSP,22.570,3
C_Y_N_N_A_4,RPL32,26.034,3
C_Y_N_N_A_4,RPL32,26.073,3
C_Y_N_N_A_3,WSP,22.704,3
C_Y_N_N_A_3,WSP,22.611,3
C_Y_N_N_A_3,RPL32,26.148,3
C_Y_N_N_A_3,RPL32,25.980,3
C_Y_N_N_A_2,WSP,22.799,3
C_Y_N_N_A_2,WSP,22.824,3
C_Y_N_N_A_2,RPL32,26.406,3
C_Y_N_N_A_2,RPL32,26.150,3
C_Y_N_N_A_1,WSP,23.040,3
C_Y_N_N_A_1,WSP,23.096,3
C_Y_N_N_A_1,RPL32,26.499,3
C_Y_N_N_A_1,RPL32,26.637,3
C_N_Y_N_B_3,WSP,22.654,3
C_N_Y_N_B_3,WSP,22.717,3
C_N_Y_N_B_3,RPL32,26.259,3
C_N_Y_N_B_3,RPL32,26.147,3
C_N_Y_N_B_1,WSP,22.861,3
C_N_Y_N_B_1,WSP,22.867,3
C_N_Y_N_B_1,RPL32,26.135,3
C_N_Y_N_B_1,RPL32,26.127,3
C_N_Y_N_B_4,WSP,22.976,3
C_N_Y_N_B_4,WSP,23.042,3
C_N_Y_N_B_4,RPL32,26.301,3
C_N_Y_N_B_4,RPL32,26.430,3
L_N_Y_N_G_3,WSP,18.967,3
L_N_Y_N_G_3,WSP,18.959,3
L_N_Y_N_G_3,RPL32,25.854,3
L_N_Y_N_G_3,RPL32,25.834,3
L_N_Y_N_G_1,WSP,19.270,3
L_N_Y_N_G_1,WSP,19.189,3
L_N_Y_N_G_1,RPL32,26.366,3
L_N_Y_N_G_1,RPL32,26.362,3
L_N_Y_N_G_2,WSP,19.864,3
L_N_Y_N_G_2,WSP,19.557,3
L_N_Y_N_G_2,RPL32,26.756,3
L_N_Y_N_G_2,RPL32,26.550,3
L_N_Y_N_G_4,WSP,19.504,3
L_N_Y_N_G_4,WSP,19.617,3
L_N_Y_N_G_4,RPL32,26.610,3
L_N_Y_N_G_4,RPL32,26.575,3
L_N_Y_N_G_5,WSP,19.223,3
L_N_Y_N_G_5,WSP,18.959,3
L_N_Y_N_G_5,RPL32,26.174,3
L_N_Y_N_G_5,RPL32,26.219,3
